ko	description	Cytoplasmic	CytoplasmicMembrane	Extracellular	OuterMembrane	Periplasmic	Unknown	subcellular location	copy number	fraction of prokaryotes
K12239	pchE; dihydroaeruginoic acid synthetase	0.25	0.25	0	0	0	0.5	NA	1	0.012598992
K12431	pks2; polyketide synthase 2	0	1	0	0	0	0	NA	1.057142857	0.012598992
K13820	fliR-flhB; flagellar biosynthetic protein FliR/FlhB	0	1	0	0	0	0	NA	1	0.012598992
K14666	nodC; N-acetylglucosaminyltransferase [EC:2.4.1.-]	0	1	0	0	0	0	NA	1	0.012598992
K15367	sseA; secretion system chaperone SseA	0	0	0	0	0	1	NA	1	0.012598992
K15764	"tmoE, tbuA2, touE; toluene monooxygenase system protein E [EC:1.14.13.-]"	0.469387755	0	0	0	0	0.530612245	NA	1.057142857	0.012598992
K16043	iolX; scyllo-inositol 2-dehydrogenase (NAD+) [EC:1.1.1.370]	0.065217391	0	0	0	0	0.934782609	NA	1	0.012598992
K16192	"K16192, arfB; uncharacterized membrane protein ArfB"	0	0.097560976	0	0	0	0.902439024	NA	1	0.012598992
K16236	hutM; histidine permease	0	1	0	0	0	0	NA	1	0.012598992
K16556	exoM; succinoglycan biosynthesis protein ExoM [EC:2.4.-.-]	0	1	0	0	0	0	NA	1	0.012598992
K16694	tuaB; teichuronic acid exporter	0	1	0	0	0	0	NA	1	0.012598992
K00132	E1.2.1.10; acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]	0.462962963	0	0	0	0	0.537037037	NA	1.277777778	0.012958963
K00624	E2.3.1.7; carnitine O-acetyltransferase [EC:2.3.1.7]	0.761904762	0	0	0	0	0.238095238	NA	1	0.012958963
K03052	rpoG; DNA-directed RNA polymerase subunit G [EC:2.7.7.6]	0.358974359	0	0	0	0	0.641025641	NA	1	0.012958963
K04052	"yscH, sctH; type III secretion protein H"	0.232142857	0	0.035714286	0	0	0.732142857	NA	1	0.012958963
K06319	cgeA; spore maturation protein CgeA	0	0.017241379	0	0	0	0.982758621	NA	1.111111111	0.012958963
K06389	spoIISB; stage II sporulation protein SB	0	0	0	0	0	1	NA	1	0.012958963
K07698	"kinC; two-component system, sporulation sensor kinase C [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1.027777778	0.012958963
K11033	nheA; non-hemolytic enterotoxin A	0.06122449	0	0	0.040816327	0	0.897959184	NA	1.027777778	0.012958963
K11620	liaH; lia operon protein LiaH	0.145454545	0.836363636	0	0	0	0.018181818	NA	1	0.012958963
K12988	"wapR; alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]"	0	1	0	0	0	0	NA	1	0.012958963
K13020	"wlbA, bplA; UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]"	0	0	0	0	0.038461538	0.961538462	NA	1	0.012958963
K13733	fnbB; fibronectin-binding protein B	0.369565217	0	0.02173913	0.347826087	0	0.260869565	NA	1.083333333	0.012958963
K14086	echA; ech hydrogenase subunit A	0	1	0	0	0	0	NA	1	0.012958963
K14673	whiEII; putative monooxygenase	0.555555556	0	0	0	0	0.444444444	NA	1.083333333	0.012958963
K15654	"srfAA, lchAA; surfactin family lipopeptide synthetase A"	0.15942029	0.31884058	0	0	0	0.52173913	NA	1.25	0.012958963
K18216	"steA, tetA46; ATP-binding cassette, subfamily B, tetracycline resistant protein"	0	1	0	0	0	0	NA	1	0.012958963
K18217	"steB, tetB46; ATP-binding cassette, subfamily B, tetracycline resistant protein"	0	1	0	0	0	0	NA	1.027777778	0.012958963
K18546	sprC; streptogrisin C [EC:3.4.21.-]	0.013513514	0.013513514	0.337837838	0.054054054	0	0.581081081	NA	1.305555556	0.012958963
K00273	"DAO, aao; D-amino-acid oxidase [EC:1.4.3.3]"	0.798387097	0.008064516	0	0	0	0.193548387	NA	1.081081081	0.013318934
K06290	gerAC; spore germination protein AC	0	1	0	0	0	0	NA	1	0.013318934
K08139	"HXT; MFS transporter, SP family, sugar:H+ symporter"	0	1	0	0	0	0	NA	1.027027027	0.013318934
K11525	pixJ; methyl-accepting chemotaxis protein PixJ	0.048780488	0.768292683	0	0.012195122	0	0.170731707	NA	2.108108108	0.013318934
K11628	mas; mycocerosic acid synthase [EC:2.3.1.111]	0	1	0	0	0	0	NA	1	0.013318934
K15760	"tmoA, tbuA1, touA; toluene monooxygenase system protein A [EC:1.14.13.-]"	0.508474576	0	0	0	0	0.491525424	NA	1.27027027	0.013318934
K16193	arfC; uncharacterized membrane protein ArfC	0	0.136363636	0	0	0	0.863636364	NA	1	0.013318934
K16552	exoF; exopolysaccharide production protein ExoF	0.479166667	0.020833333	0	0.125	0.020833333	0.354166667	NA	1.432432432	0.013318934
K18195	"RGL4, rhiE; rhamnogalacturonan endolyase [EC:4.2.2.23]"	0	0	0.525423729	0.016949153	0	0.457627119	NA	1.027027027	0.013318934
K18243	nagH; salicylate 5-hydroxylase small subunit [EC:1.14.13.172]	0.690909091	0	0	0	0	0.309090909	NA	1.027027027	0.013318934
K19148	tisB; small toxic protein TisB	0	0	0	0	0	1	NA	1	0.013318934
K00456	CDO1; cysteine dioxygenase [EC:1.13.11.20]	0.442307692	0	0	0	0	0.557692308	NA	1.026315789	0.013678906
K02873	"RP-L13e, RPL13; large subunit ribosomal protein L13e"	0.558139535	0	0	0	0	0.441860465	NA	1	0.013678906
K06388	spoIISA; stage II sporulation protein SA	0	1	0	0	0	0	NA	1	0.013678906
K08100	E1.3.3.5; bilirubin oxidase [EC:1.3.3.5]	0.025	0	0	0	0.8	0.175	NA	1.052631579	0.013678906
K10910	luxP; autoinducer 2-binding periplasmic protein LuxP	0.218181818	0.054545455	0	0	0.090909091	0.636363636	NA	1.052631579	0.013678906
K11034	nheBC; non-hemolytic enterotoxin B/C	0.018691589	0.018691589	0.158878505	0.009345794	0	0.794392523	NA	2.052631579	0.013678906
K12442	ppsC; phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase C	0	1	0	0	0	0	NA	1.026315789	0.013678906
K12954	ctpG; cation-transporting ATPase G [EC:3.6.3.-]	0	1	0	0	0	0	NA	1.026315789	0.013678906
K14578	"nahAb, nagAb, ndoA; naphthalene 1,2-dioxygenase system ferredoxin subunit"	0.65625	0	0	0	0	0.34375	NA	1.105263158	0.013678906
K18224	prmC; propane monooxygenase small subunit [EC:1.14.13.-]	0.392156863	0	0	0	0.039215686	0.568627451	NA	1.105263158	0.013678906
K18226	prmD; propane monooxygenase coupling protein	0.458333333	0	0	0	0	0.541666667	NA	1	0.013678906
K00582	mtrF; tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86]	0	0.771929825	0	0	0	0.228070175	NA	1	0.014038877
K01347	iga; IgA-specific serine endopeptidase [EC:3.4.21.72]	0	0	0.292035398	0.362831858	0	0.345132743	NA	2.205128205	0.014038877
K02625	"pcaT; MFS transporter, MHS family, dicarboxylic acid transporter PcaT"	0	1	0	0	0	0	NA	1	0.014038877
K06289	gerAB; spore germination protein AB	0	1	0	0	0	0	NA	1	0.014038877
K06372	sinI; antagonist of SinR	0	0	0	0	0	1	NA	1.025641026	0.014038877
K10219	ligC; 2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312]	0.339622642	0	0	0	0.018867925	0.641509434	NA	1.025641026	0.014038877
K10715	"rpfC; two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1	0.014038877
K11046	sagA; streptolysin S associated protein	0	0	0	0	0	1	NA	1	0.014038877
K11383	"kinB; two-component system, NtrC family, sensor histidine kinase KinB [EC:2.7.13.3]"	0.010526316	0.989473684	0	0	0	0	NA	1	0.014038877
K11915	"stp1, pppA; serine/threonine protein phosphatase Stp1 [EC:3.1.3.16]"	0.54	0	0	0	0	0.46	NA	1.512820513	0.014038877
K12051	comB7; ComB7 competence protein	0	0.192307692	0	0	0	0.807692308	NA	1.128205128	0.014038877
K12951	ctpD; cation-transporting P-type ATPase D [EC:3.6.3.-]	0	1	0	0	0	0	NA	1	0.014038877
K14196	spa; immunoglobulin G-binding protein A	0	0	0.018867925	0	0.018867925	0.962264151	NA	1.025641026	0.014038877
K14670	whiEVI; aromatase	0.785714286	0	0	0	0	0.214285714	NA	1.076923077	0.014038877
K14671	whiEVII; cyclase	0.104166667	0	0	0	0	0.895833333	NA	1.153846154	0.014038877
K15579	"nrtD, cynD; nitrate/nitrite transport system ATP-binding protein"	0.025641026	0.974358974	0	0	0	0	NA	1	0.014038877
K16245	"dmpO, poxE; phenol hydroxylase P4 protein"	0.262295082	0	0	0	0	0.737704918	NA	1.153846154	0.014038877
K16557	exoA; succinoglycan biosynthesis protein ExoA [EC:2.4.-.-]	0	1	0	0	0	0	NA	1	0.014038877
K16918	ytrF; acetoin utilization transport system permease protein	0	1	0	0	0	0	NA	1	0.014038877
K16920	ytrE; acetoin utilization transport system ATP-binding protein	0	1	0	0	0	0	NA	1	0.014038877
K18652	ntdC; glucose-6-phosphate 3-dehydrogenase [EC:1.1.1.361]	0.4	0	0	0	0	0.6	NA	1.025641026	0.014038877
K18844	"aph, spcN; spectinomycin phosphotransferase"	0.714285714	0	0	0	0	0.285714286	NA	1.051282051	0.014038877
K06049	bchO; magnesium chelatase accessory protein	0.125	0.166666667	0.25	0	0	0.458333333	NA	1.025	0.014398848
K06307	yfkQ; spore germination protein	0.041666667	0.958333333	0	0	0	0	NA	1.025	0.014398848
K07063	K07063; uncharacterized protein	0.178082192	0	0	0	0	0.821917808	NA	1.3	0.014398848
K11814	ebrA; multidrug resistance protein EbrA	0	1	0	0	0	0	NA	1	0.014398848
K11815	ebrB; multidrug resistance protein EbrB	0	1	0	0	0	0	NA	1	0.014398848
K12445	K12445; trans enoyl reductase [EC:1.3.1.-]	0	0	0	0	0	1	NA	1.025	0.014398848
K12983	"waaV; UDP-glucose:(glucosyl)LPS beta-1,3-glucosyltransferase [EC:2.4.1.-]"	0.025	0.975	0	0	0	0	NA	1	0.014398848
K13991	puhA; photosynthetic reaction center H subunit	0.375	0.020833333	0	0	0	0.604166667	NA	1.025	0.014398848
K14200	"fib, efb; fibrinogen-binding protein"	0	0	0	0	0	1	NA	1	0.014398848
K14203	"flr, flipr; FPRL1 inhibitory protein"	0.113636364	0	0	0	0	0.886363636	NA	1	0.014398848
K14988	"salK; two-component system, NarL family, secretion system sensor histidine kinase SalK"	0	1	0	0	0	0	NA	1	0.014398848
K15792	murEF; murE/murF fusion protein [EC:6.3.2.13 6.3.2.10]	0.591836735	0.346938776	0	0	0	0.06122449	NA	1	0.014398848
K16554	exoP; succinoglycan biosynthesis transport protein ExoP	0	0.9	0	0	0	0.1	NA	1.075	0.014398848
K16566	exoY; exopolysaccharide production protein ExoY	0	1	0	0	0	0	NA	1.25	0.014398848
K18353	vanJ; vancomycin resistance protein VanJ	0	0.987012987	0	0	0	0.012987013	NA	1.375	0.014398848
K06376	spo0E; stage 0 sporulation regulatory protein	0	0	0	0	0	1	NA	1.024390244	0.014758819
K07682	"devS; two-component system, NarL family, sensor histidine kinase DevS [EC:2.7.13.3]"	0	0.979166667	0	0	0	0.020833333	NA	1	0.014758819
K08926	pufA; light-harvesting complex 1 alpha chain	0	1	0	0	0	0	NA	1.341463415	0.014758819
K08927	pufB; light-harvesting complex 1 beta chain	0	0.951807229	0	0	0	0.048192771	NA	1.536585366	0.014758819
K09836	crtW; beta-carotene ketolase (CrtW type)	0	1	0	0	0	0	NA	1.12195122	0.014758819
K09846	crtF; demethylspheroidene O-methyltransferase [EC:2.1.1.210]	0.583333333	0.208333333	0	0	0	0.208333333	NA	1	0.014758819
K11950	cmpA; bicarbonate transport system substrate-binding protein	0	0.977272727	0	0	0	0.022727273	NA	1	0.014758819
K11951	cmpB; bicarbonate transport system permease protein	0	1	0	0	0	0	NA	1	0.014758819
K12430	pks1_15; polyketide synthase 1/15	0.01369863	0.98630137	0	0	0	0	NA	1.609756098	0.014758819
K12432	pks3_4; polyketide synthase 3/4	0	0.980769231	0	0	0	0.019230769	NA	1.048780488	0.014758819
K12530	"rtxB, fitA; ATP-binding cassette, subfamily B, bacterial RtxB"	0	1	0	0	0	0	NA	1.170731707	0.014758819
K12956	ctpV; cation-transporting ATPase V [EC:3.6.3.-]	0	1	0	0	0	0	NA	1	0.014758819
K12985	"waaW; (galactosyl)LPS 1,2-glucosyltransferase [EC:2.4.1.-]"	0.595238095	0	0	0	0	0.404761905	NA	1	0.014758819
K13277	epr; minor extracellular protease Epr [EC:3.4.21.-]	0.403225806	0	0.016129032	0	0.274193548	0.306451613	NA	1.048780488	0.014758819
K13670	pimF; putative glycosyltransferase [EC:2.4.-.-]	0	1	0	0	0	0	NA	1	0.014758819
K14193	isdA; iron-regulated surface determinant protein A	0	0	0	0.018181818	0	0.981818182	NA	1	0.014758819
K14199	"scn, scin; staphylococcal complement inhibitor"	0	0	0	0	0	1	NA	2.853658537	0.014758819
K14955	lprA; lipoprotein LprA	0	0.039215686	0	0	0	0.960784314	NA	1.024390244	0.014758819
K15511	"boxA; benzoyl-CoA 2,3-dioxygenase component A [EC:1.14.12.21]"	0	0.985714286	0	0	0	0.014285714	NA	1.097560976	0.014758819
K16242	"dmpN, poxD; phenol hydroxylase P3 protein [EC:1.14.13.-]"	0.444444444	0	0	0	0	0.555555556	NA	1.170731707	0.014758819
K16243	"dmpL, poxC; Phenol hydroxylase P1 protein"	0.4	0.015384615	0	0	0	0.584615385	NA	1.170731707	0.014758819
K16244	"dmpM, poxB; phenol hydroxylase P2 protein"	0.046153846	0	0	0	0	0.953846154	NA	1.170731707	0.014758819
K18553	"cmlR, cmx; MFS transporter, DHA1 family, chloramphenicol resistance protein"	0	1	0	0	0	0	NA	1.56097561	0.014758819
K18700	flK; fluoroacetyl-CoA thioesterase [EC:3.1.2.29]	0.457627119	0	0	0	0	0.542372881	NA	1	0.014758819
K00583	mtrG; tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86]	0	0.349206349	0	0	0	0.650793651	NA	1	0.01511879
K07291	dipps; CDP-L-myo-inositol myo-inositolphosphotransferase [EC:2.7.8.34]	0.055555556	0.925925926	0	0	0	0.018518519	NA	1	0.01511879
K09845	"crtD; 1-hydroxycarotenoid 3,4-desaturase [EC:1.3.99.27]"	0.489795918	0.040816327	0	0	0	0.469387755	NA	1	0.01511879
K11952	cmpC; bicarbonate transport system ATP-binding protein [EC:3.6.3.-]	0	1	0	0	0	0	NA	1.023809524	0.01511879
K11953	cmpD; bicarbonate transport system ATP-binding protein [EC:3.6.3.-]	0	1	0	0	0	0	NA	1.119047619	0.01511879
K12532	"rtxD, fitB; membrane fusion protein, RTX toxin transport system"	0	1	0	0	0	0	NA	1.214285714	0.01511879
K16256	mxaA; mxaA protein	0.017241379	0.344827586	0	0	0.017241379	0.620689655	NA	1.071428571	0.01511879
K16257	mxaC; mxaC protein	0	1	0	0	0	0	NA	1.119047619	0.01511879
K16258	mxaK; mxaK protein	0.079365079	0.063492063	0	0	0	0.857142857	NA	1.214285714	0.01511879
K16259	mxaL; mxaL protein	0.044117647	0.441176471	0	0	0	0.514705882	NA	1.238095238	0.01511879
K18855	E1.1.1.374; UDP-N-acetylglucosamine 3-dehydrogenase [EC:1.1.1.374]	0.096385542	0	0	0	0	0.903614458	NA	1.119047619	0.01511879
K00195	cdhB; acetyl-CoA decarbonylase/synthase complex subunit epsilon	0.220930233	0.034883721	0	0	0	0.744186047	NA	1.139534884	0.015478762
K03383	atzD; cyanuric acid amidohydrolase [EC:3.5.2.15]	0.770491803	0.016393443	0	0	0	0.213114754	NA	1.069767442	0.015478762
K05600	"antB; anthranilate 1,2-dioxygenase (deaminating, decarboxylating) small subunit [EC:1.14.12.1]"	0.794117647	0	0	0	0	0.205882353	NA	1.023255814	0.015478762
K06977	K06977; uncharacterized protein	0.171875	0.015625	0	0	0	0.8125	NA	1.093023256	0.015478762
K11038	"hlg, luk; leukocidin/hemolysin toxin family protein"	0	0	0	0.20505618	0	0.79494382	NA	6.651162791	0.015478762
K13732	fnbA; fibronectin-binding protein A	0	0	0.066666667	0.366666667	0	0.566666667	NA	1.023255814	0.015478762
K14127	"mvhD, vhuD, vhcD; F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.-]"	0.569230769	0	0	0	0	0.430769231	NA	1.488372093	0.015478762
K14192	clfB; clumping factor B	0	0	0.05	0.033333333	0	0.916666667	NA	1.023255814	0.015478762
K16233	pks18; alpha-pyrone synthase	0.16	0.76	0	0	0	0.08	NA	1	0.015478762
K18295	"mexC; membrane fusion protein, multidrug efflux system"	0	0.984126984	0	0	0	0.015873016	NA	1	0.015478762
K18296	mexD; multidrug efflux pump	0	1	0	0	0	0	NA	1	0.015478762
K00493	E1.14.14.1; unspecific monooxygenase [EC:1.14.14.1]	0.575757576	0.363636364	0	0	0.015151515	0.045454545	NA	1.272727273	0.015838733
K07392	PRS2; AAA family ATPase	0	1	0	0	0	0	NA	1	0.015838733
K07451	mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	0.624125874	0	0	0	0.001748252	0.374125874	NA	1	0.015838733
K11356	"cikA; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1	0.015838733
K11711	"dctS; two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1.022727273	0.015838733
K11958	natE; neutral amino acid transport system ATP-binding protein	0.265306122	0.530612245	0	0	0	0.204081633	NA	1	0.015838733
K12440	ppsA; phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase A	0	0.982142857	0	0	0	0.017857143	NA	1.090909091	0.015838733
K13715	sspB; staphopain B [EC:3.4.22.-]	0	0	0	0	0	1	NA	1	0.015838733
K15515	sauS; sulfoacetaldehyde dehydrogenase [EC:1.2.1.81]	0.444444444	0	0	0	0	0.555555556	NA	1.045454545	0.015838733
K16936	doxA; thiosulfate dehydrogenase [quinone] small subunit [EC:1.8.5.2]	0	0.482142857	0	0	0	0.517857143	NA	1.113636364	0.015838733
K18374	hrpB2; type III secretion inner rod protein HrpB2	0	0.224719101	0.011235955	0	0.056179775	0.707865169	NA	1	0.015838733
K18675	"chbP; N,N'-diacetylchitobiose phosphorylase [EC:2.4.1.280]"	0	1	0	0	0	0	NA	1.045454545	0.015838733
K00844	HK; hexokinase [EC:2.7.1.1]	0.740740741	0	0	0	0	0.259259259	NA	1.022222222	0.016198704
K05519	med; transcriptional activator of comK gene	0.485294118	0	0	0	0	0.514705882	NA	1.044444444	0.016198704
K06922	K06922; uncharacterized protein	0.729166667	0.020833333	0	0.041666667	0	0.208333333	NA	1.044444444	0.016198704
K07281	ipct; 1L-myo-inositol 1-phosphate cytidylyltransferase [EC:2.7.7.74]	0.203703704	0.740740741	0	0	0	0.055555556	NA	1	0.016198704
K08928	pufL; photosynthetic reaction center L subunit	0	1	0	0	0	0	NA	1	0.016198704
K08929	pufM; photosynthetic reaction center M subunit	0	1	0	0	0	0	NA	1	0.016198704
K11957	"K11957, natA; neutral amino acid transport system ATP-binding protein"	0.448979592	0.081632653	0	0	0	0.469387755	NA	1	0.016198704
K12090	cag5; cag pathogenicity island protein 5	0	1	0	0	0	0	NA	1	0.016198704
K12424	fadD22; fatty acid CoA ligase FadD22	0.196428571	0.803571429	0	0	0	0	NA	1.022222222	0.016198704
K12545	hasA; heme acquisition protein HasA	0.090163934	0	0.729508197	0	0	0.180327869	NA	1.022222222	0.016198704
K13276	bpr; bacillopeptidase F [EC:3.4.21.-]	0.125	0.013888889	0.777777778	0	0.013888889	0.069444444	NA	1.133333333	0.016198704
K13936	mdcF; malonate transporter	0	1	0	0	0	0	NA	1.022222222	0.016198704
K15845	hopZ; outer membrane protein HopZ	0	0	0.094339623	0.169811321	0	0.735849057	NA	1.044444444	0.016198704
K18373	hrpB1; type III secretion protein HrpB1	0.232876712	0.006849315	0	0	0.006849315	0.753424658	NA	1.488888889	0.016198704
K18770	pbpD; penicillin-binding protein 1A	0	0.938461538	0	0	0	0.061538462	NA	1	0.016198704
K18956	"whiB5; WhiB family transcriptional regulator, redox-sensing transcriptional regulator"	0.016949153	0	0	0	0	0.983050847	NA	1	0.016198704
K19122	csc3; CRISPR-associated protein Csc3	0.66	0.06	0	0.04	0	0.24	NA	1.044444444	0.016198704
K00188	"vorD; 2-oxoisovalerate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.7]"	0.057971014	0	0	0	0	0.942028986	NA	1	0.016558675
K01884	"cysS1; cysteinyl-tRNA synthetase, unknown class [EC:6.1.1.16]"	0.509803922	0.058823529	0.098039216	0	0	0.333333333	NA	1.065217391	0.016558675
K09725	K09725; uncharacterized protein	0.4	0.028571429	0	0	0	0.571428571	NA	1	0.016558675
K11527	"K11527; two-component system, unclassified family, sensor histidine kinase and response regulator [EC:2.7.13.3]"	0.517857143	0.464285714	0	0	0	0.017857143	NA	1.217391304	0.016558675
K11955	natC; neutral amino acid transport system permease protein	0	1	0	0	0	0	NA	1.108695652	0.016558675
K12102	cag17; cag pathogenicity island protein 17	0.235294118	0	0	0	0	0.764705882	NA	1.02173913	0.016558675
K12108	cag23; cag pathogenicity island protein 23	0	1	0	0	0	0	NA	1.02173913	0.016558675
K12434	pks7; polyketide synthase 7	0	0.970149254	0	0	0	0.029850746	NA	1.086956522	0.016558675
K17242	"aguF; alpha-1,4-digalacturonate transport system permease protein"	0	1	0	0	0	0	NA	1.239130435	0.016558675
K18345	"vanSB, vanS, vanSD; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1.043478261	0.016558675
K18957	"whiB6; WhiB family transcriptional regulator, redox-sensing transcriptional regulator"	0.015384615	0	0	0	0	0.984615385	NA	1.130434783	0.016558675
K00118	gfo; glucose-fructose oxidoreductase [EC:1.1.99.28]	0	0	0	0	0.754098361	0.245901639	NA	1	0.016918647
K04036	bchJ; divinyl protochlorophyllide a 8-vinyl-reductase [EC:1.-.-.-]	0.32	0	0	0	0	0.68	NA	1	0.016918647
K04053	"yscI, sctI; type III secretion protein I"	0	0	0	0	0	1	NA	1	0.016918647
K06315	splA; transcriptional regulator of the spore photoproduct lyase operon	0	0	0	0	0	1	NA	1	0.016918647
K07128	K07128; uncharacterized protein	0.506024096	0.445783133	0	0	0	0.048192771	NA	1.382978723	0.016918647
K08651	E3.4.21.66; thermitase [EC:3.4.21.66]	0.219178082	0.01369863	0.109589041	0	0.01369863	0.643835616	NA	1.063829787	0.016918647
K10216	"dmpD, xylF; 2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9]"	0.4375	0	0.275	0	0.0125	0.275	NA	1.14893617	0.016918647
K12070	traI; conjugal transfer pilus assembly protein TraI	0.316455696	0.088607595	0	0	0.037974684	0.556962025	NA	1.042553191	0.016918647
K12094	cag9; cag pathogenicity island protein 9	0	1	0	0	0	0	NA	1.021276596	0.016918647
K12101	cag16; cag pathogenicity island protein 16	0.725490196	0	0	0	0	0.274509804	NA	1	0.016918647
K12104	cag19; cag pathogenicity island protein 19	0	0	0	0	0	1	NA	1	0.016918647
K12105	cag20; cag pathogenicity island protein 20	0	0	0.333333333	0	0	0.666666667	NA	1	0.016918647
K12106	cag21; cag pathogenicity island protein 21	0	0.666666667	0	0	0.31372549	0.019607843	NA	1	0.016918647
K12110	cag25; cag pathogenicity island protein 25	0	0.942307692	0	0	0	0.057692308	NA	1.021276596	0.016918647
K12531	"rtxE, fitC; ATP-binding cassette, subfamily B, bacterial RtxE"	0	1	0	0	0	0	NA	1.021276596	0.016918647
K12949	ctpA_B; cation-transporting P-type ATPase A/B [EC:3.6.3.-]	0	1	0	0	0	0	NA	1.787234043	0.016918647
K12952	ctpE; cation-transporting ATPase E [EC:3.6.3.-]	0	1	0	0	0	0	NA	1.021276596	0.016918647
K12953	ctpF; cation-transporting ATPase F [EC:3.6.3.-]	0	1	0	0	0	0	NA	1.127659574	0.016918647
K14956	"esxA, esat6; 6 kDa early secretory antigenic target"	0	0	0	0	0	1	NA	1.042553191	0.016918647
K15848	sabA; outer membrane protein SabA	0	0	0.012820513	0.756410256	0	0.230769231	NA	1.531914894	0.016918647
K17717	pld; phospholipase D [EC:3.1.4.4]	0	0.037037037	0	0	0	0.962962963	NA	1	0.016918647
K18936	"mdeA; MFS transporter, DHA2 family, multidrug resistance protein"	0	1	0	0	0	0	NA	1	0.016918647
K00476	ASPH; aspartate beta-hydroxylase [EC:1.14.11.16]	0.011111111	0.988888889	0	0	0	0	NA	1	0.017278618
K04059	"yscX, sctX; type III secretion protein X"	0.013157895	0	0.736842105	0	0	0.25	NA	1	0.017278618
K06034	comD; sulfopyruvate decarboxylase subunit alpha [EC:4.1.1.79]	0.345454545	0.090909091	0	0	0	0.563636364	NA	1	0.017278618
K07092	K07092; uncharacterized protein	0.389705882	0.022058824	0	0	0	0.588235294	NA	1.25	0.017278618
K08085	fimU; type IV fimbrial biogenesis protein FimU	0	0	0	0	0	1	NA	1	0.017278618
K11621	liaG; lia operon protein LiaG	0.111111111	0.041666667	0.013888889	0.013888889	0	0.819444444	NA	1.020833333	0.017278618
K11623	"ydfH; two-component system, NarL family, sensor histidine kinase YdfH [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1.020833333	0.017278618
K12089	cag4; cag pathogenicity island protein 4	0	0	0	0	0	1	NA	1	0.017278618
K12096	cag11; cag pathogenicity island protein 11	0	0.076923077	0	0	0	0.923076923	NA	1	0.017278618
K12441	ppsB; phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase B	0	1	0	0	0	0	NA	1.145833333	0.017278618
K14088	echC; ech hydrogenase subunit C	0	1	0	0	0	0	NA	1.041666667	0.017278618
K14201	clfA; clumping factor A	0	0	0.114754098	0.032786885	0	0.852459016	NA	1.020833333	0.017278618
K17060	"aauS; two-component system, sensor histidine kinase AauS [EC:2.7.13.3]"	0	1	0	0	0	0	NA	1	0.017278618
K17240	inoK; inositol-phosphate transport system ATP-binding protein	0.039215686	0.960784314	0	0	0	0	NA	1.020833333	0.017278618
K18101	"K18101, rhlB; rhamnosyltransferase subunit B [EC:2.4.1.-]"	0.176923077	0.284615385	0	0	0.015384615	0.523076923	NA	1.333333333	0.017278618
K18233	oleC5; oleandomycin transport system permease protein	0	1	0	0	0	0	NA	1.0625	0.017278618
K19081	"braS, bceS; two-component system, OmpR family, sensor histidine kinase BraS/BceS [EC:2.7.13.3]"	0	0.971428571	0	0	0	0.028571429	NA	1.041666667	0.017278618
K19083	"braD, bceA; bacitracin transport system ATP-binding protein"	0	1	0	0	0	0	NA	1	0.017278618
K19084	"braE, bceB; bacitracin transport system permease protein"	0	1	0	0	0	0	NA	1	0.017278618
K00214	"BLVRA, bvdR; biliverdin reductase [EC:1.3.1.24]"	0.692307692	0	0	0	0	0.307692308	NA	1	0.017638589
K00440	frhA; coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]	0.56043956	0.21978022	0	0	0	0.21978022	NA	1.326530612	0.017638589
K01865	hab; hydroxylaminobenzene mutase [EC:5.4.4.-]	0	1	0	0	0	0	NA	1	0.017638589
K03459	focB; formate transporter	0	1	0	0	0	0	NA	1	0.017638589
K07059	K07059; uncharacterized protein	0	0.98	0	0	0	0.02	NA	1.020408163	0.017638589
K07356	sfmH; fimbrial protein	0	0	0	0	0	1	NA	1	0.017638589
K07800	agrD; AgrD protein	0	0	0	0	0	1	NA	1	0.017638589
K09834	"VTE1, SXD1; tocopherol cyclase [EC:5.5.1.24]"	0	0.019607843	0	0.019607843	0	0.960784314	NA	1	0.017638589
K10235	aglK; alpha-glucoside transport system ATP-binding protein	0.042857143	0.957142857	0	0	0	0	NA	1.06122449	0.017638589
K12086	cag1; cag pathogenicity island protein 1	0	0.169811321	0	0	0	0.830188679	NA	1	0.017638589
